State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,litracy_rate,Female_Literate,Male_Literate,Hindus,Muslims,Sikhs,Christians,Jains,Middle_Education,Female_Workers,Male_Workers,Household_Workers,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Primary_Education,Higher_Education,SC,ST
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,ORISSA,2320529,1185787,1134742,1621232,70.0,718873,902359,2197709,94254,237,6434,201,416510,248687,684020,28736,296834,7370,28289,470502,112392,478586,275678
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,ORISSA,1506337,760260,746077,1094140,73.0,497871,596269,1398543,104202,169,745,111,297270,59040,409559,14451,164636,2637,15609,391081,71815,334896,30428
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,ORISSA,2624470,1352760,1271710,2011469,77.0,908436,1103033,2457729,141263,1026,11985,1180,513039,174489,761876,51809,349587,15046,40589,545514,159456,498633,93745
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,ORISSA,1192811,612593,580218,829910,70.0,365817,464093,1185542,4805,124,727,39,193395,94981,340552,17312,117172,1810,10600,238599,53162,234079,162056
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,ORISSA,577817,282882,294935,262537,45.0,108874,153663,353160,1556,53,219482,66,54787,138026,155907,5370,63112,635,5523,76419,17084,39175,313714
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,ORISSA,3529031,1779218,1749813,2210050,63.0,947398,1262652,3486059,13315,590,23975,170,508511,511745,990027,56274,405298,9049,41059,767140,121151,688235,118928
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,ORISSA,579505,296690,282815,405879,70.0,177787,228092,553587,12783,1441,10462,70,103622,75689,172018,15836,81433,2498,7555,101541,32909,104620,176758
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,ORISSA,1576869,787101,789768,802036,51.0,317859,484177,1555367,4975,796,11160,1225,172905,304640,447290,18453,91171,1953,12622,225468,40383,286580,449456
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,ORISSA,733110,359945,373165,399786,55.0,165886,233900,580300,2138,82,148895,47,108773,161834,193515,11946,28736,768,6609,145604,21351,115544,392820
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,ORISSA,1440361,717814,722547,1089265,76.0,509295,579970,1386792,50247,169,1423,52,298557,80508,386382,16544,173107,1628,11836,357621,76449,309780,9484
Orissa,Khordha,20.054162322274863,85.52234834123229,386,ORISSA,2251673,1167137,1084536,1749936,78.0,792421,957515,2147632,84060,1264,12527,476,436534,146313,645880,39471,349860,35701,75588,445785,177974,297472,115051
Orissa,Koraput,18.82627794779476,82.81278469846964,398,ORISSA,1379647,678809,700838,568090,41.0,227247,340843,1294151,8850,518,68550,491,98266,309353,384053,14416,85766,3988,17294,158653,32257,196540,697583
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,ORISSA,613192,303624,309568,244706,40.0,97705,147001,600219,1871,213,10039,195,44962,140171,170495,7725,24604,448,3908,64683,8487,138295,354614
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,ORISSA,2519738,1256213,1263525,1369397,54.0,575226,794171,2113079,33706,661,15008,109,385216,525752,697782,113808,140189,2950,17999,390037,92060,184682,1479576
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,ORISSA,962789,502636,460153,688362,71.0,296029,392333,955754,5278,107,383,24,177180,59042,284591,17557,124984,1163,8278,227102,36951,136399,58691
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,ORISSA,610382,301962,308420,299383,49.0,118480,180903,601092,4952,724,1778,905,73787,137283,168155,8641,43976,757,4221,114394,19577,82159,206327
Orissa,Puri,19.83509174603177,85.86698989898981,387,ORISSA,1698730,865380,833350,1291939,76.0,587082,704857,1644905,46094,193,4239,94,364098,123215,498461,25115,201605,3416,16006,413605,84374,325133,6129
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,ORISSA,967911,471960,495951,407735,42.0,165776,241959,874445,4607,219,84916,123,73210,209090,258032,9959,61543,1553,9166,97387,21439,139514,541905
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,ORISSA,1041099,526877,514222,703691,68.0,310499,393192,964188,20120,2506,50637,86,171876,192679,313161,59288,126498,5231,14521,185289,50705,191827,355261
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,ORISSA,2093437,1061147,1032290,1342322,64.0,592175,750147,1532352,71391,5713,385011,721,335380,288540,584687,26970,223537,12787,35024,350349,120373,191660,1062349
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,PONDICHERRY,200222,97809,102413,154916,77.0,75013,79903,152638,28835,46,18391,54,33458,15162,53139,1327,47880,1868,4870,32899,15930,35348,0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,PONDICHERRY,41816,19143,22673,36470,87.0,19860,16610,27940,12856,3,958,14,7930,2709,9093,69,7150,574,1484,6043,5711,144,0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,PONDICHERRY,55626,27301,28325,39274,71.0,19355,19919,53537,1191,3,873,4,8806,2713,14047,146,12859,207,597,10954,4101,8427,0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,PUNJAB,2490656,1318408,1172248,1684770,68.0,751789,932981,690939,12502,1716935,54344,3152,283819,182661,735195,41642,461231,29961,63864,313874,203656,770864,0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,PUNJAB,1388525,743197,645328,844868,61.0,356607,488261,380569,16299,984286,2474,1266,145626,116998,432988,14938,255650,11284,32253,182796,96329,450473,0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,PUNJAB,617508,326671,290837,381285,62.0,165518,215767,141363,3125,469789,1227,1109,71178,36506,185049,8225,113549,4348,12276,89433,48360,240328,0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,PUNJAB,600163,320795,279368,426033,71.0,187337,238696,152851,16808,427521,1698,178,83931,32006,182777,8048,113683,5138,14294,102257,59555,192493,0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,PUNJAB,2029074,1071637,957437,1227511,60.0,520441,707070,906408,6844,1090815,19358,1143,226433,160289,596406,14679,349662,10042,31070,306838,147698,855726,0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,PUNJAB,2298323,1212617,1085706,1634719,71.0,727059,907660,1074332,27667,1002874,176587,580,290618,119486,637652,30903,411216,14428,38445,315156,243539,580576,0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,PUNJAB,1586625,809057,777568,1199699,76.0,561772,637927,1000743,23089,538208,14968,2034,238975,87316,412506,15990,319930,13747,34328,256127,176013,557504,0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,PUNJAB,2193590,1145211,1048379,1622537,74.0,739956,882581,1394329,30233,718363,26016,4011,304652,134988,639484,29762,446200,39082,79134,333736,216646,854444,0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,PUNJAB,815168,426311,388857,576567,71.0,260313,316254,336124,10190,453692,5445,553,112774,48603,235562,9861,161206,9732,23145,127031,77442,276707,0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,PUNJAB,3498739,1867816,1630923,2560225,73.0,1131877,1428348,1502403,77713,1863408,16517,19620,443759,231222,1053600,71667,703624,58589,123400,488129,318876,923358,0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,PUNJAB,769751,408732,361019,423560,55.0,179523,244037,156539,10375,598443,917,1577,84553,97773,230739,13442,140099,2673,10085,106162,48663,258878,0
Punjab,Moga,30.756540067340065,75.1600845117845,42,PUNJAB,995746,525920,469826,627889,63.0,279340,348549,158414,9388,818921,3277,436,116716,66793,292379,18098,183396,7897,21662,158812,85642,363417,0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,PUNJAB,901896,475622,426274,524848,58.0,224447,300401,254920,4333,638625,1681,744,101852,62627,272699,5187,166585,4571,14077,137470,62612,381554,0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,PUNJAB,1895686,1002522,893164,1266791,67.0,555739,711052,783306,40043,1059944,5683,1914,239609,110606,549661,23647,352929,24274,55105,283837,157435,465359,0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,PUNJAB,684627,357485,327142,502731,73.0,224197,278534,304481,14492,361045,2094,653,98135,46766,186910,12321,129123,6600,17542,107715,68794,180905,0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,PUNJAB,1655169,878029,777140,1002077,61.0,431664,570413,389410,179116,1077438,2406,3222,197901,83629,485129,18578,305557,10736,30955,250833,130155,461609,0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,RAJASTHAN,2583052,1324085,1258967,1526673,59.0,600405,926268,2201663,314159,6799,10605,45614,313680,367573,686149,35602,393498,13499,41732,394576,130608,478027,63482
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,RAJASTHAN,3674179,1939026,1735153,2182476,59.0,822647,1359829,3039279,547335,64532,2696,13221,468628,714371,994171,34562,485723,9750,45770,492981,230415,653036,289249
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,RAJASTHAN,1797485,907754,889731,829343,46.0,315489,513854,1701234,48834,427,22250,22613,137780,434338,482236,19818,120603,2324,15062,190259,50438,80091,1372999
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,RAJASTHAN,1222755,633945,588810,693307,57.0,260700,432607,1133349,79984,3066,1432,2795,144190,222829,329754,15258,161310,1363,9491,194024,46847,221184,276857
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,RAJASTHAN,2603751,1369022,1234729,1188322,46.0,404861,783461,2244882,321192,450,1157,34010,219932,506242,696240,30565,126494,2766,37730,352636,52272,436414,176257
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,RAJASTHAN,2548462,1355726,1192736,1480869,58.0,536959,943910,2143046,371286,23456,1576,5758,314953,423956,647198,25068,288723,4179,26106,330336,147520,557305,54090
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,RAJASTHAN,2408523,1220736,1187787,1256126,52.0,478544,777582,2224839,142427,1468,1978,35149,258990,473576,674589,30149,373644,6207,24014,338296,92785,407947,229273
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,RAJASTHAN,2363937,1240801,1123136,1278801,54.0,496402,782399,2073356,235741,20072,1901,30850,254335,345636,640572,26244,220793,7607,29531,333211,80296,493646,7779
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,RAJASTHAN,1110906,577160,533746,585044,53.0,213339,371705,1017688,66609,11059,682,13455,121104,211285,314806,11172,136969,1392,7705,159218,41227,210788,228549
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,RAJASTHAN,1544338,783171,761167,821825,53.0,306974,514851,1413163,97855,1515,1274,25843,170455,346123,456632,15435,268172,4941,16560,225700,58129,250224,201546
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,RAJASTHAN,2039547,1051446,988101,1149269,56.0,452540,696729,1777879,249736,402,958,7104,237220,361425,541404,16594,231696,2577,15259,302022,100677,451721,11245
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,RAJASTHAN,1634409,857787,776622,938051,57.0,341116,596935,1582335,45488,296,439,3737,208537,286344,398151,17185,195277,1719,14539,235474,92559,354337,433344
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,RAJASTHAN,1206516,653647,552869,683098,57.0,247377,435721,1127520,72258,1356,688,2739,132964,184102,339110,12721,96086,1330,9504,172914,45590,245695,58594
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,RAJASTHAN,1388552,696532,692020,681591,49.0,265771,415820,1340065,28662,240,830,16141,114245,294891,346624,12514,141275,1477,11742,175059,42887,52267,983437
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,RAJASTHAN,1969168,1043340,925828,1193343,61.0,482435,710908,1437144,50688,474853,2077,1988,238397,316352,596320,13790,283142,6295,24901,314107,105734,720412,13477
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,RAJASTHAN,1774692,931184,843508,1034136,58.0,409855,624281,1433067,118673,216997,1542,1935,219194,322458,512802,13839,243163,3360,16217,273441,104087,494189,14289
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,RAJASTHAN,6626178,3468507,3157671,4300965,65.0,1746172,2554793,5819980,687452,18782,12708,81079,823570,749946,1714947,91011,990085,76565,182350,875940,455527,1003302,527966
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,RAJASTHAN,669919,361708,308211,308653,46.0,98238,210415,497045,168129,1723,874,1521,41264,106338,182565,6835,43141,754,7416,71132,12759,99134,42429
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,RAJASTHAN,1828730,936634,892096,829582,45.0,285659,543923,1732852,78990,231,730,14640,181691,401738,494906,21867,161845,1585,12794,277152,32366,357196,178719
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,RAJASTHAN,1411129,725143,685986,739792,52.0,272977,466815,1299751,96164,819,842,12488,143108,283125,402825,11199,220428,1750,9403,203488,46267,243582,182229
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,RAJASTHAN,2137045,1095896,1041149,1370360,64.0,554526,815834,1905682,228178,275,1004,548,301866,353257,541392,13472,297559,4828,24178,305626,192240,360709,41629
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,RAJASTHAN,3687165,1923928,1763237,2031532,55.0,765779,1265753,3224399,411558,4123,6035,36697,405132,524638,965103,42412,408808,19335,54808,512035,154789,608024,118924
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,RAJASTHAN,1458248,783639,674609,805849,55.0,273945,531904,1370977,81553,297,602,3424,170399,257668,371058,9521,132079,1059,13045,193938,69443,354465,324960
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,RAJASTHAN,1951014,1021161,929853,1298345,67.0,532949,765396,1661307,243993,11058,5665,25742,250092,214161,534650,25125,339899,12843,36297,294591,118710,405408,183816
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,RAJASTHAN,3307743,1696325,1611418,1758624,53.0,655874,1102750,2833443,454487,366,1912,12940,388822,568851,857031,29647,347344,4449,35328,486057,147701,699911,10418
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,RAJASTHAN,2037573,1025422,1012151,1085693,53.0,418312,667381,1870543,143476,1540,1345,18974,271312,319250,523077,26119,326793,4043,19270,359329,71472,398096,144578
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,RAJASTHAN,1156597,581339,575258,619139,54.0,235805,383334,1105676,33677,260,759,14966,140839,231297,319534,13505,193276,1989,9222,190388,41063,148168,160809
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,RAJASTHAN,1335551,704031,631520,741748,56.0,255564,486184,1165505,155681,812,945,9991,151108,234266,343802,12070,140947,1887,14310,172925,57625,278789,285848
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,RAJASTHAN,2677333,1374990,1302343,1652117,62.0,656842,995275,2342076,327583,356,1122,4050,367412,348650,657854,22776,339457,5647,28382,438872,200430,418806,75349
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,RAJASTHAN,1036346,534231,502115,476806,46.0,166906,309900,996562,30479,572,1284,6829,110385,147633,272196,9443,134089,2146,10297,147381,30724,201863,292470
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,RAJASTHAN,1421326,728136,693190,749659,53.0,271330,478329,1243527,153146,378,754,22458,154825,277313,371848,16004,158264,1908,12482,190750,64431,287903,178207
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,RAJASTHAN,3068420,1566801,1501619,1582629,52.0,609185,973444,2869976,104307,4278,7406,78647,277392,529944,835839,33535,357846,14211,48517,386075,102085,188525,1525289
Sikkim,East,27.29600352941175,88.74908392156858,93,NCT OF DELHI,1709346,907500,801846,1352998,79.0,604616,748382,1410852,178807,53027,15792,46927,260094,92741,486951,19541,352758,80037,127465,219061,235187,281422,0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,TAMIL NADU,754894,374703,380191,480604,64.0,211022,269582,708397,7942,104,37403,65,113437,147304,212547,13564,177502,1749,8371,134123,53934,176230,10722
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,TAMIL NADU,4646732,2335844,2310888,3776276,81.0,1808197,1968079,3751322,439270,2851,358662,51708,720331,447995,1369302,37345,1096334,217368,355838,516445,464207,779667,10061
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,TAMIL NADU,3458045,1729297,1728748,2635907,76.0,1241117,1394790,3044145,211035,1112,190314,3284,523563,484825,1083125,50085,896325,63273,149920,466745,273098,535911,28342
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,TAMIL NADU,2605914,1311697,1294217,1815281,70.0,814959,1000322,2391675,123749,401,83334,1280,418769,420247,749633,32027,598412,15396,50938,412237,186394,763944,15702
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,TAMIL NADU,1506843,774303,732540,917709,61.0,390110,527599,1452956,38304,164,14089,37,221194,305113,446057,15341,337972,3651,18927,240222,103367,245392,63044
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,TAMIL NADU,2159775,1080938,1078837,1481834,69.0,665654,816180,1879494,105012,313,169945,71,372636,439686,665469,30829,500057,9155,38677,386421,153100,452376,8064
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,TAMIL NADU,2251744,1129868,1121876,1492662,66.0,664362,828300,2115455,76098,435,55899,639,319484,463690,732083,54322,595211,18604,58861,345914,155344,369483,21880
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,TAMIL NADU,3998252,2012958,1985294,3013382,75.0,1401921,1611461,3537399,173785,1620,256762,4962,608188,492506,1181308,54732,961161,100322,200738,535947,312208,948081,41210
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,TAMIL NADU,1870374,926345,944029,1548738,83.0,768197,780541,909872,78590,160,876299,156,314029,154991,524629,35789,465692,15673,52943,331559,226312,74249,7282
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,TAMIL NADU,1064493,528184,536309,727044,68.0,325318,401726,993666,53292,115,16483,7,167466,214264,329034,11340,264949,4915,17995,190229,77874,221385,575
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,TAMIL NADU,3038252,1526475,1511777,2273430,75.0,1049620,1223810,2760502,168881,520,97711,1532,532616,451928,902704,47293,754141,34097,95311,525151,250285,408976,11096
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,TAMIL NADU,1616450,798127,818323,1213008,75.0,572092,640916,1435072,128617,184,47579,963,313357,210820,461174,11555,381940,5585,19692,323359,122350,509767,3756
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,TAMIL NADU,1726601,869280,857321,1176131,68.0,522819,653312,1673652,32483,183,16909,84,247516,366782,531463,38797,441044,8960,31581,297179,126468,345392,57059
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,TAMIL NADU,565223,282157,283066,375823,66.0,167812,208011,521658,32702,83,10301,38,85101,137087,162639,5343,135751,1507,7745,106751,41447,175289,2584
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,TAMIL NADU,1618345,803188,815157,1110545,69.0,501769,608776,1428784,114194,119,72850,32,270046,290594,471099,13941,354493,4494,18272,283299,121706,284804,1283
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,TAMIL NADU,1353445,682658,670787,978946,72.0,442459,536487,1047411,208038,154,91139,29,236511,210226,392751,25228,291400,5172,22379,293886,105978,249008,1105
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,TAMIL NADU,3482056,1781571,1700485,2285562,66.0,1000455,1285107,3326357,95487,412,53841,992,518763,610363,1083797,141503,835377,20660,63867,571061,242306,580512,119369
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,TAMIL NADU,1339101,668672,670429,959744,72.0,433440,526304,1186078,74310,150,75481,109,236700,228866,391305,14656,314270,5773,24456,216931,103903,227746,790
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,TAMIL NADU,2405890,1182416,1223474,1790998,74.0,846734,944264,2075870,190814,231,133971,1256,419605,293596,680483,31200,555582,13495,42912,431983,178126,455062,3561
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,TAMIL NADU,1245899,625683,620216,870080,70.0,390677,479403,1148990,56751,152,37574,28,213496,222742,368900,14939,312310,4667,18830,219747,95231,258200,1835
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,TAMIL NADU,3728104,1876062,1852042,2791721,75.0,1296010,1495711,3325823,143093,1422,233633,3693,600731,434491,1103563,58240,909400,75634,174279,461918,303091,821646,47243
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,TAMIL NADU,1264277,626693,637584,946471,75.0,443386,503085,1132785,96092,258,33192,279,243773,170315,369853,10440,303114,4416,15535,250163,103908,430927,3034
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,TAMIL NADU,2464875,1235889,1228986,1626813,66.0,717010,909803,2294369,91636,232,66987,7898,423135,499182,738995,46720,549077,6445,27529,442688,174560,565329,90954
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,TAMIL NADU,3936331,1961688,1974643,2773928,70.0,1269573,1504355,3397857,414760,676,111390,3514,719731,565456,1123874,136415,865913,20623,69912,721473,311434,860212,72955
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,TAMIL NADU,1942288,967709,974579,1398788,72.0,638413,760375,1822626,47838,245,67405,98,317054,371047,579111,35298,505950,10219,37357,398670,138306,399831,2294
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,TRIPURA,378230,194544,183686,276217,73.0,124574,151643,307120,8256,175,22940,85,74015,50174,105657,2870,46875,273,5067,84516,9157,61688,210608
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,TRIPURA,693947,352860,341087,520402,75.0,244756,275646,507967,105737,151,44062,307,158211,62633,186034,7088,81601,997,10310,179547,22720,114968,179426
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,TRIPURA,876001,447544,428457,646810,74.0,295728,351082,736015,49258,245,39258,106,204201,113616,253229,6375,133744,948,10393,223185,31690,140168,344835
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,TRIPURA,1725739,879428,846311,1361354,79.0,638356,722998,1512801,152791,499,53622,362,451563,197772,500406,25163,314567,6394,36186,421485,88122,338094,431944
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,UTTAR PRADESH,4418797,2364953,2053844,2680510,61.0,1065916,1614594,3922718,411313,12057,10076,21508,647340,270143,1119701,94184,536402,27183,82012,904836,317618,991325,7255
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,UTTAR PRADESH,3673889,1951996,1721893,2092567,57.0,809187,1283380,2904140,729283,5875,7635,2805,443958,245024,929337,78566,268120,13634,58336,491605,216997,755254,629
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,UTTAR PRADESH,5954391,3131807,2822584,3665727,62.0,1466387,2199340,5102041,796756,4377,13782,2247,738076,685797,1426110,185877,391542,24122,85491,934881,502826,1309851,7955
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,UTTAR PRADESH,2397888,1212410,1185478,1486939,62.0,640263,846676,1985654,401678,869,2536,235,353570,239992,547406,58520,99581,2509,27308,392873,172872,591125,746
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,UTTAR PRADESH,1379545,740040,639505,930836,67.0,384638,546198,1273546,101963,371,1004,228,282449,77480,364543,12533,65479,2404,14279,291837,101542,391622,150
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,UTTAR PRADESH,4613913,2285004,2328909,2771917,60.0,1212503,1559414,3878626,718692,719,3810,183,879745,430142,941890,115991,183381,6652,47324,1344726,312571,1171378,9327
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,UTTAR PRADESH,1303048,700070,602978,797970,61.0,308112,489858,917474,364583,483,1840,16139,215070,74091,342604,20347,119121,2989,19999,272939,79475,149060,14
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,UTTAR PRADESH,3487731,1843884,1643847,1398368,40.0,520083,878285,2291892,1169330,8212,6400,1177,215939,256584,895576,37965,85814,2681,35463,493760,65106,509307,11159
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,UTTAR PRADESH,3239774,1672902,1566872,1963590,61.0,802630,1160960,3004240,213440,892,4463,233,443440,296423,723060,72194,119972,4672,42969,515010,323582,494698,110114
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,UTTAR PRADESH,2148665,1114721,1033944,868357,40.0,323414,544943,1333242,805975,900,3228,198,122911,225921,534332,29916,57400,1551,15510,227932,40633,277212,24887
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,1799410,965876,833534,1002937,56.0,372311,630626,1637549,157612,231,1367,916,249238,216375,485314,19098,73522,1655,18612,415195,61702,387855,163
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,3260699,1707073,1553626,1692458,52.0,681940,1010518,2505444,737106,2090,4857,3016,350564,321609,871241,77235,108116,3159,26293,420824,132332,864559,610
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,4448359,2357665,2090694,2191759,49.0,849062,1342697,2830768,1536534,28187,14822,931,442110,248965,1153006,131699,272830,15164,56575,641251,172554,557150,3227
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,2464464,1255272,1209192,1393783,57.0,574064,819719,2082976,364510,900,3493,107,324085,225046,558642,36856,108101,3423,30244,349221,162961,513959,3620
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,3682713,1921215,1761498,2135393,58.0,893922,1241471,2032081,1585210,50624,6184,2134,549594,166539,921497,52549,268353,7303,37341,827447,159528,787444,3058
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,3499171,1845260,1653911,2031656,58.0,778342,1253314,2707195,777407,2765,4088,1572,475146,275445,897815,65937,223922,7865,38225,540754,217882,725600,198
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,1952756,1017905,934851,1174606,60.0,475152,699454,1727869,215081,1389,2153,100,276638,189572,462971,58552,99602,3492,20762,367768,135962,446786,41725
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,991730,527721,464009,531072,54.0,200733,330339,955372,34559,63,693,285,124256,139220,254977,12555,41046,827,9437,174106,40266,266655,366
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,3100946,1537436,1563510,1875239,60.0,795951,1079288,2730957,358539,818,3626,209,449571,237173,639073,50418,150001,4469,36068,473097,277548,468663,109894
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,1774480,947339,827141,1055202,59.0,408160,647042,1611126,146346,708,2464,5671,201984,105740,440244,28396,69591,2635,19712,214091,119665,281011,140
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,1581810,845856,735954,1062003,67.0,438420,623583,1457892,113961,1045,1362,3917,298700,92359,413713,20803,113098,2964,21506,292852,121283,388283,169
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,2470996,1259628,1211368,1450901,59.0,612562,838339,2094271,365806,1912,3225,358,347114,233321,597888,43505,127754,4746,28625,361114,176303,555047,931
